phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
pour-ai		pourrais	puRE	pouvoir	VER			5524.47	2659.8	247.9	64.93	cnd:pre:1s;cnd:pre:2s;	1	4	0	8	4	CVVCCVVC	CVCV	5	22	0	0	pu-RE	2	CV-CV	siarruop	ERup	pour-rais	VER	95	21	1.6	1	pouvoir	1
por		port	pOR	port	NOM	m	s	31.68	76.42	29.4	64.86		1	6	1	4	3	CVCC	CVC	10	24	4	3	pOR	1	CVC	trop	ROp	port	NOM	100	24	1.1	1	port	1
ra-con-ter		raconter	Rak§te	raconter	VER			253.84	261.89	57.79	64.86	inf;;	1	6	1	8	6	CVCVCCVC	CVCVCV	4	8	8	6	Ra-k§-te	3	CV-CV-CV	retnocar	et§kaR	ra-con-ter	VER	100	18	1.65	1.45	raconter	1
ter-ain		terrain	tER5	terrain	NOM	m	s	52.58	74.73	49.12	64.86		1	2	1	7	4	CVCCVVC	CVCV	2	14	6	4	tE-R5	2	CV-CV	niarret	5REt	ter-rain	NOM	100	26	1.8	1.1	terrain	1
pri-son		prison	pRiz§	prison	NOM	f	s	147.49	72.43	142.97	64.66		1	3	1	6	5	CCVCVC	CCVCV	3	13	6	5	pRi-z§	2	CCV-CV	nosirp	§ziRp	pri-son	NOM	100	27	1.75	1.3	prison	1
ga-gner		gagner	gaNe	gagner	VER			294.44	180.88	92.72	64.59	inf;;	1	11	1	6	4	CVCCVC	CVCV	4	16	6	4	ga-Ne	2	CV-CV	rengag	eNag	ga-gner	VER	100	23	1.6	1.1	gagner	1
cu		cul	ky	cul	NOM	m	s	150.81	68.31	145.85	64.46		1	3	1	3	2	CVC	CV	4	25	3	2	ky	1	CV	luc	yk	cul	NOM			1.65	1	cul	1
téâ-tr		théâtre	teatR	théâtre	NOM	m	s	41.49	68.18	40.51	64.32		1	2	1	7	5	CCVVCCV	CVVCC	0	0	7	5	te-atR	2	CV-VCC	ertâéht	Rtaet	théâ-tre	NOM	100	32	2.65	1.9	théâtre	1
i-ma-gi-ner		imaginer	imaZine	imaginer	VER			194.29	241.15	37.09	64.26	ind:pre:2p;inf;	1	6	1	8	7	VCVCVCVC	VCVCVCV	2	4	7	7	i-ma-Zi-ne	4	V-CV-CV-CV	renigami	eniZami	i-ma-gi-ner	VER	100	29	1.8	1.65	imaginer	1
ba-tail-		bataille	bataj	bataille	NOM	f	s	32.02	77.77	28.31	64.19		2	4	1	8	5	CVCVVCCV	CVCVY	2	5	8	5	ba-taj	2	CV-CVY	elliatab	jatab	ba-tail-le	NOM,VER	100	18	1.8	1.45	bataille	1
ap-e-ler		appeler	ap°le	appeler	VER			1165.48	465.34	192.69	63.92	inf;;inf;;inf;;inf;;	1	8	1	7	5	VCCVCVC	VCVCV	1	7	7	5	a-p°-le	3	V-CV-CV	releppa	el°pa	ap-pe-ler	VER	95	20	1.85		appeler	1
pat-		pattes	pat	patte	NOM	f	p	34.6	85.14	28.16	63.85		1	6	0	6	3	CVCCVC	CVC	10	35	0	3	pat	1	CVC	settap	tap	pat-tes	NOM	100	20	1.4	1	patte	1
per-son-		personnes	pERsOn	personne	NOM	f	p	296.74	209.8	105.79	63.85		2	5	0	9	6	CVCCVCCVC	CVCCVC	1	1	9	5	pER-sOn	2	CVC-CVC	sennosrep	nOsREp	per-son-nes	NOM,ADJ	100	21	2.4	1.95	personne	1
beau		beaux	bo	beau	ADJ	m	p	671.86	620.07	57.2	63.78		1	8	0	5	2	CVVVC	CV	4	24	0	2	bo	1	CV	xuaeb	ob	beaux	ADJ	100	23	1.65	1	beau	1
nou-vel-		nouvelles	nuvEl	nouveau	NOM	f	p	229.97	292.43	82.08	63.78		2	5	0	9	5	CVVCVCCVC	CVCVC	0	2	0	5	nu-vEl	2	CV-CVC	sellevuon	lEvun	nou-vel-les	NOM,ADJ	100	26	2.55	1.9	nouveau	1
pleu-rer		pleurer	pl2Re	pleurer	VER			191.64	163.31	61.6	63.51	inf;	1	1	1	7	5	CCVVCVC	CCVCV	3	6	7	5	pl2-Re	2	CCV-CV	reruelp	eR2lp	pleu-rer	VER	100	17	1.7	1.65	pleurer	1
ab-so-lu-men		absolument	apsolym@	absolument	ADV			89.79	63.45	89.79	63.45		1	1	1	10	8	VCCVCVCVCC	VCCVCVCV	0	0	7	7	ap-so-ly-m@	4	VC-CV-CV-CV	tnemulosba	@mylospa	ab-so-lu-ment	ADV			3.1	3.15	absolument	1
châ-teau		château	Sato	château	NOM	m	s	43.68	74.12	40.51	63.38		1	2	1	7	4	CCVCVVV	CVCV	0	16	7	4	Sa-to	2	CV-CV	uaetâhc	otaS	châ-teau	NOM	100	17	2.45	1.15	château	1
der-nier		derniers	dERnje	dernier	ADJ	m	p	431.08	403.11	41.81	63.38		2	4	0	8	6	CVCCVVCC	CVCCYV	0	2	0	6	dER-nje	2	CVC-CYV	sreinred	ejnREd	der-niers	ADJ,NOM	100	36	1.95	1.9	dernier	1
bon		bon	b§	bon	NOM	m	s	102.33	70.95	90.13	63.31		4	8	1	3	2	CVC	CV	22	27	3	2	b§	1	CV	nob	§b	bon	ADJ,ADV,NOM,ONO			1	1	bon	1
en-ten-di		entendit	@t@di	entendre	VER			728.67	719.12	1.5	63.31	ind:pas:3s;	1	3	0	8	5	VCCVCCVC	VCVCV	2	8	0	0	@-t@-di	3	V-CV-CV	tidnetne	id@t@	en-ten-dit	VER	100	25	1.85	1.35	entendre	1
cou-cher		coucher	kuSe	coucher	VER			181.96	196.22	82.63	63.24	inf;;	2	13	1	7	4	CVVCCVC	CVCV	8	18	7	4	ku-Se	2	CV-CV	rehcuoc	eSuk	cou-cher	NOM,VER	100	20	1.35	1	coucher	1
lu-n		lune	lyn	lune	NOM	f	s	61.02	66.69	58.29	63.24		1	4	1	4	3	CVCV	CVC	10	11	4	3	lyn	1	CVC	enul	nyl	lu-ne	NOM	100	22	1.25	1.3	lune	1
ren-con-tr		rencontre	R@k§tR	rencontre	NOM	f	s	35.68	81.76	30.61	63.24		2	5	1	9	6	CVCCVCCCV	CVCVCC	2	0	9	6	R@-k§tR	2	CV-CVCC	ertnocner	Rt§k@R	ren-con-tre	NOM,VER	100	30	1.9	1.75	rencontrer	1
bê-t		bête	bEt	bête	NOM	f	s	67.67	117.36	43.85	63.18		2	6	1	4	3	CVCV	CVC	8	27	4	3	bEt	1	CVC	etêb	tEb	bê-te	ADJ,NOM	96	27	1.55	1	bête	1
en-ten		entend	@t@	entendre	VER			728.67	719.12	41.77	63.11	ind:pre:3s;	1	5	0	6	3	VCCVCC	VCV	0	11	0	3	@-t@	2	V-CV	dnetne	@t@	en-tend	VER	100	25	1.85	1	entendre	1
pro-ch		proche	pROS	proche	ADJ		s	55.34	82.91	38.29	63.04		2	4	1	6	4	CCVCCV	CCVC	5	9	6	4	pROS	1	CCVC	ehcorp	SORp	pro-che	ADJ,NOM	100	25	1.6	1.4	proche	1
en-tiè-r		entière	@tjER	entier	ADJ	f	s	76.01	147.91	26.45	62.97		1	2	0	7	5	VCCVVCV	VCYVC	0	3	0	0	@-tjER	2	V-CYVC	erèitne	REjt@	en-tiè-re	ADJ	100	27	1.9	1.6	entier	1
vou-loir		vouloir	vulwaR	vouloir	VER			5249.3	1640.14	63.87	62.97	inf;	2	3	1	7	6	CVVCVVC	CVCYVC	3	4	5	4	vu-lwaR	2	CV-CYVC	rioluov	Rawluv	vou-loir	NOM,VER	94	17	1.95	1.8	vouloir	1
un		uns	1	uns	PRO:ind	m	p	15.74	62.91	15.74	62.91		1	6	1	3	1	VCC	V	3	20	3	1	1	1	V	snu	1	uns	PRO:ind			1.55	1.05	uns-:ind	2
ou-ver-t		ouverte	uvERt	ouvert	ADJ	f	s	39.97	132.36	16.67	62.84		2	4	0	7	5	VVCVCCV	VCVCC	1	0	0	0	u-vERt	2	V-CVCC	etrevuo	tREvu	ou-ver-te	ADJ,VER	86	22	1.75	1.8	ouvert	1
au-tre-men		autrement	otR°m@	autrement	ADV			40.16	62.77	40.16	62.77		1	1	1	9	6	VVCCVCVCC	VCCVCV	0	0	6	5	o-tR°-m@	3	V-CCV-CV	tnemertua	@m°Rto	au-tre-ment	ADV			2.5	2.2	autrement	1
des-tin		destin	dest5	destin	NOM	m	s	53.03	67.23	51.93	62.77		1	2	1	6	5	CVCCVC	CVCCV	2	1	6	5	des-t5	2	CVC-CV	nitsed	5tsed	des-tin	NOM	100	34	1.7	1.85	destiner	1
pa-que		paquet	pakE	paquet	NOM	m	s	44.96	89.19	36.9	62.77		1	2	1	6	4	CVCVVC	CVCV	6	24	6	4	pa-kE	2	CV-CV	teuqap	Ekap	pa-quet	NOM	91	23	1.5	1	paquet	1
rou-g		rouge	RuZ	rouge	NOM		s	37.14	68.38	32.93	62.77		2	4	1	5	3	CVVCV	CVC	10	13	5	3	RuZ	1	CVC	eguor	ZuR	rou-ge	ADJ,NOM	89	19	1.25	1.15	rouge	1
vien-		viennent	vjEn	venir	VER			2763.82	1514.53	76.48	62.77	ind:pre:3p;sub:pre:3p;	1	3	0	8	4	CVVCCVCC	CYVC	1	6	0	0	vjEn	1	CYVC	tnenneiv	nEjv	vien-nent	VER	100	16	2.35	1.6	venir	1
for-t		forte	fORt	fort	ADJ	f	s	95.28	140.27	42.42	62.64		2	3	0	5	4	CVCCV	CVCC	11	9	5	4	fORt	1	CVCC	etrof	tROf	for-te	ADJ,ADV	100	18	1.3	1.35	fort	1
noi-r		noires	nwaR	noir	ADJ	f	p	144.81	482.23	9.39	62.64		2	8	0	6	4	CVVCVC	CYVC	4	13	0	4	nwaR	1	CYVC	serion	Rawn	noi-res	ADJ,NOM	100	24	1.65	1	noir	1
ra-pi-de-men		rapidement	Rapid°m@	rapidement	ADV			26.49	62.64	26.49	62.64		1	1	1	10	8	CVCVCVCVCC	CVCVCVCV	0	0	7	6	Ra-pi-d°-m@	4	CV-CV-CV-CV	tnemedipar	@m°dipaR	ra-pi-de-ment	ADV			2.55		rapidement	1
at-en		attends	at@	attendre	VER			1351.46	706.69	478.32	62.57	imp:pre:2s;ind:pre:1s;ind:pre:2s;	1	3	0	7	3	VCCVCCC	VCV	2	18	0	0	a-t@	2	V-CV	sdnetta	@ta	at-tend-s	VER	100	26	1.7	1	attendre	1
bel-		belles	bEl	beau	ADJ	f	p	671.86	620.07	49.35	62.57		2	7	0	6	3	CVCCVC	CVC	8	24	0	3	bEl	1	CVC	selleb	lEb	bel-les	ADJ,NOM	100	23	1.45	1	beau	1
mon-tai		montait	m§tE	monter	VER			277.32	404.59	3.95	62.57	ind:imp:3s;	1	4	0	7	4	CVCCVVC	CVCV	4	11	0	0	m§-tE	2	CV-CV	tiatnom	Et§m	mon-tait	VER	100	20	1.7	1.3	monter	1
ma-de-moi-sel-		mademoiselle	mad°mwazEl	mademoiselle	NOM	f	s	73.98	62.36	73.98	62.3		1	2	1	12	10	CVCVCVVCVCCV	CVCVCYVCVC	0	1	5	5	ma-d°-mwa-zEl	4	CV-CV-CYV-CVC	ellesiomedam	lEzawm°dam	ma-de-moi-sel-le	NOM	100	25	4.25		mademoiselle	1
re-con-aî-tr		reconnaître	R°konEtR	reconnaître	VER			140.73	229.19	25.24	62.3	inf;	1	2	1	11	8	CVCVCCVVCCV	CVCVCVCC	1	0	8	7	R°-ko-nEtR	3	CV-CV-CVCC	ertîannocer	RtEnok°R	re-con-naî-tre	VER	100	18	2.45	2	reconnaître	1
lai		lait	lE	lait	NOM	m	s	59.62	62.91	59.41	62.23		1	18	1	4	2	CVVC	CV	9	30	4	2	lE	1	CV	tial	El	lait	NOM	100	22	1.3	1	lait	1
res-té		resté	REste	rester	VER	m	s	1003.56	793.78	43.45	62.09	par:pas;	1	6	0	5	5	CVCCV	CVCCV	6	9	0	5	REs-te	2	CVC-CV	étser	etsER	res-té	VER	100	19	1.6	1.4	rester	1
tê-t		têtes	tEt	tête	NOM	f	p	475.87	923.45	22.74	61.96		1	5	0	5	3	CVCVC	CVC	3	25	0	3	tEt	1	CVC	setêt	tEt	tê-tes	NOM	96	27	1.7	1	tête	1
voi-tu-r		voitures	vwatyR	voiture	NOM	f	p	429.4	283.11	40.53	61.96		2	4	0	8	6	CVVCVCVC	CYVCVC	3	2	0	6	vwa-tyR	2	CYV-CVC	serutiov	Rytawv	voi-tu-res	NOM,VER	95	24	1.8	1.75	voiture	1
je-ter		jeter	Z°te	jeter	VER			192.18	336.82	59.28	61.89	inf;;inf;;inf;;	2	15	1	5	4	CVCVC	CVCV	2	8	5	4	Z°-te	2	CV-CV	retej	et°Z	je-ter	NOM,VER	100	32	1.85	1.55	jeter	1
bon-		bonnes	bOn	bon	ADJ	f	p	1554.44	789.66	71.25	61.76		2	4	0	6	3	CVCCVC	CVC	12	18	0	3	bOn	1	CVC	sennob	nOb	bon-nes	ADJ,NOM			1.3	1	bon	1
glis-er		glisser	glise	glisser	VER			34.75	229.32	9.02	61.62	inf;;inf;;inf;;	1	6	1	7	5	CCVCCVC	CCVCV	3	8	7	5	gli-se	2	CCV-CV	ressilg	esilg	glis-ser	VER	100	17	1.7	1.45	glisser	1
re-tour-na		retourna	R°tuRna	retourner	VER			245.35	290.88	1.14	61.62	ind:pas:3s;	1	2	0	8	7	CVCVVCCV	CVCVCCV	2	4	0	0	R°-tuR-na	3	CV-CVC-CV	anruoter	anRut°R	re-tour-na	VER	94	18	1.9	1.7	retourner	1
bran-ch		branches	bR@S	branche	NOM	f	p	18.07	85.61	6.22	61.49		2	5	0	8	4	CCVCCCVC	CCVC	9	9	0	4	bR@S	1	CCVC	sehcnarb	S@Rb	bran-ches	NOM,VER	93	16	1.35	1.05	branche	1
al-e-man		allemands	al°m@	allemand	NOM	m	p	49.08	91.55	30.66	61.42		2	4	0	9	5	VCCVCVCCC	VCVCV	1	5	0	5	a-l°-m@	3	V-CV-CV	sdnamella	@m°la	al-le-mand-s	ADJ,NOM	100	16	3.15		allemand	1
en-sem-bl		ensemble	@s@bl	ensemble	NOM	m	s	31.87	63.45	29.75	61.42		2	3	1	8	5	VCCVCCCV	VCVCC	0	2	6	4	@-s@bl	2	V-CVCC	elbmesne	lb@s@	en-sem-ble	ADV,NOM	90	22	2.7	1.85	ensemble	1
at-en-t		attente	at@t	attente	NOM	f	s	25.07	63.85	22.77	61.35		2	3	1	7	4	VCCVCCV	VCVC	4	8	7	4	a-t@t	2	V-CVC	etnetta	t@ta	at-ten-te	NOM,VER	100	17	1.6	1.05	attendre	1
or-eur		horreur	oR9R	horreur	NOM	f	s	46.19	69.46	39.79	61.35		1	2	1	7	4	CVCCVVC	VCVC	0	7	5	3	o-R9R	2	V-CVC	ruerroh	R9Ro	hor-reur	NOM	100	19	2.1	1.55	horreur	1
li-gn		lignes	liN	ligne	NOM	f	p	89.83	162.3	20.41	61.28		1	2	0	6	3	CVCCVC	CVC	8	19	0	3	liN	1	CVC	sengil	Nil	li-gnes	NOM	100	24	1.4	1	ligne	1
mer-d		merde	mERd	merde	NOM	f	s	213.05	62.77	206.68	61.28		3	6	1	5	4	CVCCV	CVCC	5	4	5	4	mERd	1	CVCC	edrem	dREm	mer-de	NOM,ONO,VER	100	20	1.5	1.35	merde	1
rai-son		raisons	REz§	raison	NOM	f	p	467.94	308.78	43.67	61.28		1	2	0	7	4	CVVCVCC	CVCV	6	8	0	4	RE-z§	2	CV-CV	snosiar	§zER	rai-sons	NOM	100	17	1.55	1.55	raison	1
ba-teau		bateau	bato	bateau	NOM	m	s	124.82	82.36	106.55	61.22		1	2	1	6	4	CVCVVV	CVCV	0	17	6	4	ba-to	2	CV-CV	uaetab	otab	ba-teau	NOM	95	23	1.95	1.05	bateau	1
ces-é		cessé	sese	cesser	VER	m	s	68.11	177.77	13.89	61.22	par:pas;	1	2	0	5	4	CVCCV	CVCV	5	17	0	4	se-se	2	CV-CV	éssec	eses	ces-sé	VER	100	23	1.7	1.15	cesser	1
de-vai		devaient	d°vE	devoir	VER			3232.57	1318.18	13.59	61.22	ind:imp:3p;	1	3	0	8	4	CVCVVVCC	CVCV	1	10	0	0	d°-vE	2	CV-CV	tneiaved	Ev°d	de-vaient	VER	95	22	1.85	1.4	devoir	1
fau-dra		faudra	fodRa	falloir	VER			1653.76	1250.41	85.73	61.22	ind:fut:3s;	1	1	0	6	5	CVVCCV	CVCCV	1	5	0	0	fo-dRa	2	CV-CCV	arduaf	aRdof	fau-dra	VER	91	23	1.95	1.55	falloir	1
ter-as-		terrasse	tERas	terrasse	NOM	f	s	10.57	74.05	9.66	61.15		2	4	1	8	5	CVCCVCCV	CVCVC	3	3	8	5	tE-Ras	2	CV-CVC	essarret	saREt	ter-ras-se	NOM,VER	100	22	1.9	1.45	terrasse	1
cin-quan-t		cinquante	s5k@t	cinquante	ADJ:num			9.26	61.08	9.26	61.08		2	2	1	9	5	CVCCVVCCV	CVCVC	0	0	9	5	s5-k@t	2	CV-CVC	etnauqnic	t@k5s	cin-quan-te	ADJ:num,NOM			2.4	2	cinquante-:num	2
o-ri-zon		horizon	oRiz§	horizon	NOM	m	s	9.04	66.15	7.8	61.08		1	2	1	7	5	CVCVCVC	VCVCV	0	6	7	5	o-Ri-z§	3	V-CV-CV	noziroh	§ziRo	ho-ri-zon	NOM	100	23	2.65	1.7	horizon	1
mi-nis-tr		ministre	ministR	ministre	NOM		s	41.41	81.15	38.1	61.01		1	2	1	8	7	CVCVCCCV	CVCVCCC	1	1	8	7	mi-nistR	2	CV-CVCCC	ertsinim	Rtsinim	mi-nis-tre	NOM	100	14	2.3	2.5	ministre	1
car-t		carte	kaRt	carte	NOM	f	s	144.96	111.42	96.11	60.95		1	5	1	5	4	CVCCV	CVCC	14	23	5	4	kaRt	1	CVCC	etrac	tRak	car-te	NOM	100	26	1	1	carte	1
je-ta		jeta	Z°ta	jeter	VER			192.18	336.82	1.63	60.95	ind:pas:3s;	1	3	0	4	4	CVCV	CVCV	4	7	0	0	Z°-ta	2	CV-CV	atej	at°Z	je-ta	VER	100	32	1.65	1.6	jeter	1
fas-		fasse	fas	faire	VER			8813.48	5328.99	93.83	60.88	sub:pre:1s;sub:pre:3s;	1	5	0	5	3	CVCCV	CVC	14	28	0	3	fas	1	CVC	essaf	saf	fas-se	VER	100	19	1.15	1	faire	1
pas-an		passant	pas@	passer	VER			1495.49	1165.27	10.91	60.88	par:pre;	3	5	0	7	4	CVCCVCC	CVCV	8	22	6	4	pa-s@	2	CV-CV	tnassap	@sap	pas-sant	ADJ,NOM,VER	95	23	1.45	1	passer	1
prin-tem		printemps	pR5t@	printemps	NOM	m		27.85	60.88	27.85	60.88		1	1	1	9	5	CCVCCVCCC	CCVCV	0	5	6	5	pR5-t@	2	CCV-CV	spmetnirp	@t5Rp	prin-temps	NOM	100	14	3.35	1.75	printemps	1
ta-pi		tapis	tapi	tapis	NOM	m		20.13	60.88	20.13	60.88		2	9	1	5	4	CVCVC	CVCV	13	13	5	4	ta-pi	2	CV-CV	sipat	ipat	ta-pis	VER,NOM	100	23	1	1.1	tapis	1
tour-n		tourne	tuRn	tourner	VER			204.15	377.09	80.72	60.81	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	2	5	0	6	4	CVVCCV	CVCC	5	6	6	4	tuRn	1	CVCC	enruot	nRut	tour-ne	NOM,VER	96	28	1.5	1.35	tourner	1
em-pi-r		empire	@piR	empire	NOM	m	s	19.47	63.51	19.02	60.74		2	5	1	6	4	VCCVCV	VCVC	5	5	6	4	@-piR	2	V-CVC	eripme	Rip@	em-pi-re	NOM,VER	93	32	1.55	1.3	empire	1
mi-nu-t		minute	minyt	minute	NOM	f	s	342.28	201.42	144.83	60.74		2	6	1	6	5	CVCVCV	CVCVC	1	2	6	5	mi-nyt	2	CV-CVC	etunim	tynim	mi-nu-te	NOM,VER	100	30	1.75	1.75	minute	1
an-gois-		angoisse	@gwas	angoisse	NOM	f	s	17.82	68.99	14.98	60.68		2	5	1	8	5	VCCVVCCV	VCYVC	2	1	8	5	@-gwas	2	V-CYVC	essiogna	sawg@	an-gois-se	NOM,VER	100	40	2.1	1.75	angoisser	1
blan-ch		blanches	bl@S	blanc	ADJ	f	p	118.74	430.54	11.43	60.68		2	2	0	8	4	CCVCCCVC	CCVC	4	7	0	0	bl@S	1	CCVC	sehcnalb	S@lb	blan-ches	ADJ,NOM	100	20	1.7	1.4	blanc	1
mé-d-cin		médecin	mEds5	médecin	NOM	m	s	140.19	75.61	112.35	60.68		1	2	1	7	5	CVCVCVC	CVCCV	0	0	7	5	mEd-s5	2	CVC-CV	nicedém	5sdEm	mé-de-cin	NOM	100	12	2.7	2.3	médecin	1
fai-sai		faisais	f°zE	faire	VER			8813.48	5328.99	75.81	60.54	ind:imp:1s;ind:imp:2s;	1	3	0	7	4	CVVCVVC	CVCV	5	4	0	0	f°-zE	2	CV-CV	siasiaf	Ez°f	fai-sais	VER	100	19	1.75	1.75	faire	1
mas-		masse	mas	masse	NOM	f	s	16.73	79.8	11.64	60.54		2	5	1	5	3	CVCCV	CVC	13	31	5	3	mas	1	CVC	essam	sam	mas-se	NOM,VER	90	22	1	1	masse	1
quel-que-foi		quelquefois	kElk°fwa	quelquefois	ADV			11.87	60.47	11.87	60.47		1	1	1	11	8	CVVCCVVCVVC	CVCCVCYV	0	0	8	6	kEl-k°-fwa	3	CVC-CV-CYV	siofeuqleuq	awf°klEk	quel-que-fois	ADV			5.15	3.85	quelquefois	1
ve-nu		venue	v°ny	venir	VER	f	s	2763.82	1514.53	93.14	60.47	par:pas;	3	11	0	5	4	CVCVV	CVCV	7	9	5	4	v°-ny	2	CV-CV	eunev	yn°v	ve-nue	VER,ADJ,NOM	100	16	1.45	1.55	venir	1
ai-der		aider	ede	aider	VER			688.71	158.65	362.77	60.41	inf;;inf;;inf;;inf;;	1	1	1	5	3	VVCVC	VCV	7	12	5	3	e-de	2	V-CV	redia	ede	ai-der	VER	100	27	1.5	1.2	aider	1
prê		prêt	pRE	prêt	ADJ	m	s	314.64	121.28	170.23	60.41		2	6	1	4	3	CCVC	CCV	3	21	4	3	pRE	1	CCV	têrp	ERp	prêt	ADJ,NOM	100	26	1.65	1	prêt	1
min-c		mince	m5s	mince	ADJ		s	16.27	78.51	14.1	60.34		2	3	1	5	3	CVCCV	CVC	4	13	5	3	m5s	1	CVC	ecnim	s5m	min-ce	ADJ,ONO	96	30	1.7	1.2	mince	1
con-ti-nuai		continuait	k§tin8E	continuer	VER			269.95	282.77	2.32	60.27	ind:imp:3s;	1	4	0	10	7	CVCCVCVVVC	CVCVCYV	2	4	0	0	k§-ti-n8E	3	CV-CV-CYV	tiaunitnoc	E8nit§k	con-ti-nuait	VER	96	27	2.1	1.7	continuer	1
tom-b		tombe	t§b	tomber	VER			407.82	441.42	66.39	60.27	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	2	5	0	5	3	CVCCV	CVC	5	11	5	3	t§b	1	CVC	ebmot	b§t	tom-be	NOM,VER	100	26	1.45	1.05	tomber	1
pre-miè-r		premières	pR2mjER	premier	ADJ	f	p	376.98	672.57	14.16	60.2		2	4	0	9	7	CCVCVVCVC	CCVCYVC	0	0	0	0	pR2-mjER	2	CCV-CYVC	serèimerp	REjm2Rp	pre-miè-res	ADJ,NOM	96	29	2.7		premier	1
ca-ma-ra-d		camarades	kamaRad	camarade	NOM		p	77.81	98.99	30.5	60.14		1	2	0	9	7	CVCVCVCVC	CVCVCVC	0	0	0	7	ka-ma-Rad	3	CV-CV-CVC	sedaramac	daRamak	ca-ma-ra-des	NOM	100	20	2.75	1.95	camarade	1
quit-é		quitté	kite	quitter	VER	m	s	276.23	318.72	62.92	60.14	par:pas;	1	6	0	6	4	CVVCCV	CVCV	3	21	0	4	ki-te	2	CV-CV	éttiuq	etik	quit-té	VER	100	11	1.75	1	quitter	1
ré-pon-du		répondu	Rep§dy	répondre	VER	m	s	251.57	466.76	34.9	60.14	par:pas;	1	2	0	7	6	CVCVCCV	CVCVCV	3	7	0	0	Re-p§-dy	3	CV-CV-CV	udnopér	yd§peR	ré-pon-du	VER	100	24	1.8	1.6	répondre	1
é-vi-ter		éviter	evite	éviter	VER			87.47	110.47	53.71	60.07	inf;;	1	7	1	6	5	VCVCVC	VCVCV	4	11	6	5	e-vi-te	3	V-CV-CV	retivé	etive	é-vi-ter	VER	100	18	1.6	1.25	éviter	1
croi		croit	kRwa	croire	VER			1711.99	947.23	68.72	60	ind:pre:3s;	1	9	0	5	4	CCVVC	CCYV	6	9	0	4	kRwa	1	CCYV	tiorc	awRk	croit	VER	94	18	1.7	1.2	croire	1
dî-ner		dîner	dine	dîner	NOM	m	s	88.45	68.58	84.73	60		3	6	1	5	4	CVCVC	CVCV	2	17	5	4	di-ne	2	CV-CV	renîd	enid	dî-ner	ADJ,NOM,VER	100	25	1.7	1	dîner	1
nu-mé-ro		numéro	nymeRo	numéro	NOM	m	s	173.48	70.07	162.08	60		1	2	1	6	6	CVCVCV	CVCVCV	0	0	6	6	ny-me-Ro	3	CV-CV-CV	orémun	oRemyn	nu-mé-ro	NOM	100	27	2.6	2.25	numéro	1
cer-tai-ne-men		certainement	sERtEn°m@	certainement	ADV			55.16	59.93	55.16	59.93		1	1	1	12	9	CVCCVVCVCVCC	CVCCVCVCV	0	0	9	7	sER-tE-n°-m@	4	CVC-CV-CV-CV	tnemeniatrec	@m°nEtREs	cer-tai-ne-ment	ADV			3.85		certainement	1
blan		blanc	bl@	blanc	NOM	m	s	46.88	72.36	27.56	59.73		2	4	1	5	3	CCVCC	CCV	1	15	5	3	bl@	1	CCV	cnalb	@lb	blanc	ADJ,NOM	95	21	1.85	1	blanc	1
fe-ra		fera	f°Ra	faire	VER			8813.48	5328.99	170.7	59.66	ind:fut:3s;	1	2	0	4	4	CVCV	CVCV	4	8	0	0	f°-Ra	2	CV-CV	aref	aR°f	fe-ra	VER	100	19	1.4	1.55	faire	1
pa-g		pages	paZ	page	NOM		p	39.41	115.54	14.25	59.66		1	2	0	5	3	CVCVC	CVC	14	20	0	3	paZ	1	CVC	segap	Zap	pa-ges	NOM	100	26	1	1	page	1
re-join-dr		rejoindre	R°Zw5dR	rejoindre	VER			96.98	134.8	41.59	59.66	inf;;	1	1	1	9	7	CVCVVCCCV	CVCYVCC	1	0	7	6	R°-Zw5dR	2	CV-CYVCC	erdniojer	Rd5wZ°R	re-join-dre	VER	96	26	2.35	2.2	rejoindre	1
suf-i		suffit	syfi	suffire	VER			232.08	159.39	188.1	59.66	ind:pre:3s;ind:pas:3s;	1	4	0	6	4	CVCCVC	CVCV	2	4	0	0	sy-fi	2	CV-CV	tiffus	ifys	suf-fit	VER	96	27	1.85	1.7	suffire	1
trou-va		trouva	tRuva	trouver	VER			1335.49	972.5	4.37	59.53	ind:pas:3s;	1	3	0	6	5	CCVVCV	CCVCV	3	6	0	0	tRu-va	2	CCV-CV	avuort	avuRt	trou-va	VER	100	19	1.7	1.4	trouver	1
de-vien		devient	d°vj5	devenir	VER			438.57	533.51	69.59	59.46	ind:pre:3s;	1	2	0	7	5	CVCVVCC	CVCYV	3	3	0	0	d°-vj5	2	CV-CYV	tneived	5jv°d	de-vient	VER	100	37	1.65	1.8	devenir	1
fai-t		faite	fEt	faire	VER	f	s	8813.48	5328.99	0.14	59.39	par:pas;	2	10	0	5	3	CVVCV	CVC	8	29	0	3	fEt	1	CVC	etiaf	tEf	fai-te	VER,ADJ	100	19	1.45	1	faire	1
