phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
		illusions	ilyzj§	illusion	NOM	f	p	19.14	47.36	7.95	17.09		1	2	0	9	6	VCCVCVVCC	VCVCYV	1	1	0	6	i-ly-zj§	3	V-CV-CYV	snoisulli	§jzyli	il-lu-sions	NOM	100	20	2.45	1.95	illusion	1
		mou	mu	mou	ADJ	m	s	6.99	22.5	5.53	17.09		2	10	1	3	2	CVV	CV	14	28	3	2	mu	1	CV	uom	um	mou	ADJ,NOM			1.1	1	mou	1
		net	nEt	net	ADJ	m	s	19.95	40.2	14.31	17.09		3	7	1	3	3	CVC	CVC	14	24	3	3	nEt	1	CVC	ten	tEn	net	ADJ,ADV,NOM			1.1	1	net	1
		pins	p5	pin	NOM	m	p	5.06	26.62	2.27	17.09		1	9	0	4	2	CVCC	CV	14	26	0	2	p5	1	CV	snip	5p	pins	NOM			1	1	pin	1
		plainte	pl5t	plainte	NOM	f	s	15.07	26.69	9.61	17.09		2	6	1	7	4	CCVVCCV	CCVC	1	3	7	4	pl5t	1	CCVC	etnialp	t5lp	plain-te	VER,NOM	92	26	1.75	1.7	plainte	1
		plats	pla	plat	NOM	m	p	30.24	61.35	8.37	17.09		2	4	0	5	3	CCVCC	CCV	5	16	0	3	pla	1	CCV	stalp	alp	plats	ADJ,NOM	95	24	1.5	1	plat	1
		postes	pOst	poste	NOM		p	82.87	90.68	10.23	17.09		2	6	0	6	4	CVCCVC	CVCC	9	4	0	4	pOst	1	CVCC	setsop	tsOp	pos-tes	NOM,VER	100	21	1.3	1.35	poste	1
		protection	pRotEksj§	protection	NOM	f	s	24.78	17.64	23.88	17.09		1	2	1	10	9	CCVCVCCVVC	CCVCVCCYV	1	1	10	9	pRo-tEk-sj§	3	CCV-CVC-CYV	noitcetorp	§jskEtoRp	pro-tec-tion	NOM	100	13	2.55	2.65	protect-ion	2
		remercie	R°mERsi	remercier	VER			113.7	54.46	51.61	17.09	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	1	3	0	8	7	CVCVCCVV	CVCVCCV	2	0	0	0	R°-mER-si	3	CV-CVC-CV	eicremer	isREm°R	re-mer-cie	VER	96	26	2	2	remercier	1
		salons	sal§	salon	NOM	m	p	39.24	101.22	2.19	17.09		2	3	0	6	4	CVCVCC	CVCV	9	21	0	4	sa-l§	2	CV-CV	snolas	§las	sa-lons	VER,NOM	100	31	1.35	1	salon	1
		secs	sEk	sec	ADJ	m	p	43.02	142.84	4.91	17.09		1	3	0	4	3	CVCC	CVC	10	28	0	3	sEk	1	CVC	sces	kEs	secs	ADJ			1.4	1	sec	1
		artistes	aRtist	artiste	NOM		p	40.78	45.88	12.78	17.03		2	4	0	8	6	VCCVCCVC	VCCVCC	1	1	0	6	aR-tist	2	VC-CVCC	setsitra	tsitRa	ar-tis-tes	ADJ,NOM	100	21	2	1.9	art-iste	2
		caporal	kapoRal	caporal	NOM	m	s	10.22	18.99	9.95	17.03		1	2	1	7	7	CVCVCVC	CVCVCVC	0	0	7	7	ka-po-Ral	3	CV-CV-CVC	laropac	laRopak	ca-po-ral	NOM	86	22	2.5	2.4	caporal	1
		casse	kas	casser	VER			160.61	92.7	41.32	17.03	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	2	5	0	5	3	CVCCV	CVC	16	32	5	3	kas	1	CVC	essac	sak	cas-se	NOM,VER	100	19	1	1	casser	1
		chéri	SeRi	chéri	NOM		s	171.98	36.28	69.08	17.03		3	14	1	5	4	CCVCV	CVCV	0	9	5	4	Se-Ri	2	CV-CV	iréhc	iReS	ché-ri	ADJ,NOM,VER	100	18	1.75	1.4	chéri	1
		coutume	kutym	coutume	NOM	f	s	10.46	25.14	7.27	17.03		1	2	1	7	5	CVVCVCV	CVCVC	2	2	7	5	ku-tym	2	CV-CVC	emutuoc	mytuk	cou-tu-me	NOM	89	19	1.85	1.85	coutume	1
		déjeuner	deZ9ne	déjeuner	VER			35.43	36.01	19.99	17.03	inf;	2	5	1	8	6	CVCVVCVC	CVCVCV	2	4	5	4	de-Z9-ne	3	CV-CV-CV	renuejéd	en9Zed	dé-jeu-ner	NOM,VER	100	21	1.85	1.65	déjeuner	1
		enfermé	@fERme	enfermer	VER	m	s	58.81	69.86	15.25	17.03	par:pas;	2	10	0	7	6	VCCVCCV	VCVCCV	3	4	7	6	@-fER-me	3	V-CVC-CV	émrefne	emREf@	en-fer-mé	VER,ADJ	100	23	1.7	1.55	enfermer	1
		goûts	gu	goût	NOM	m	p	57.94	141.82	7.43	17.03		1	2	0	5	2	CVVCC	CV	5	26	0	2	gu	1	CV	stûog	ug	goûts	NOM	100	12	1.6	1	goûter	1
		malades	malad	malade	NOM	f	p	41.24	43.18	15.57	17.03		2	4	0	7	5	CVCVCVC	CVCVC	3	6	0	5	ma-lad	2	CV-CVC	sedalam	dalam	ma-la-des	ADJ,NOM	100	26	1.75	1.65	malade	1
		moins	mw5	moins	NOM	m		10.35	17.03	10.35	17.03		2	2	1	5	3	CVVCC	CYV	6	9	5	3	mw5	1	CYV	sniom	5wm	moins	ADV,NOM	100	18	1.5	1.45	moins	1
		pratiquement	pRatik°m@	pratiquement	ADV			14.68	17.03	14.68	17.03		1	1	1	12	9	CCVCVCVVCVCC	CCVCVCVCV	0	0	9	7	pRa-ti-k°-m@	4	CCV-CV-CV-CV	tnemeuqitarp	@m°kitaRp	pra-ti-que-ment	ADV			2.65		pratiquement	1
		ramène	RamEn	ramener	VER			172.7	109.26	49.52	17.03	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	1	3	0	6	5	CVCVCV	CVCVC	1	6	0	0	Ra-mEn	2	CV-CVC	enèmar	nEmaR	ra-mè-ne	VER	100	23	1.85	1.55	ramener	1
		songe	s§Z	songer	VER			24.59	104.86	4.28	17.03	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	2	5	0	5	3	CVCCV	CVC	6	7	5	3	s§Z	1	CVC	egnos	Z§s	son-ge	NOM,VER	92	27	1.45	1.35	songer	1
		voie	vwa	voir	VER			4119.43	2401.76	34.25	17.03	sub:pre:1s;sub:pre:3s;	2	9	0	4	3	CVVV	CYV	11	18	4	3	vwa	1	CYV	eiov	awv	voie	NOM,VER	94	19	1.15	1	voir	1
		auriez	oRje	avoir	AUX			18559.22	12800.81	46.75	16.96	cnd:pre:2p;	2	2	0	6	4	VVCVVC	VCYV	1	8	0	0	o-Rje	2	V-CYV	zeirua	ejRo	au-riez	AUX,VER			1.85	1.35	avoir	1
		bagages	bagaZ	bagage	NOM	m	p	29.69	24.39	26.48	16.96		1	3	0	7	5	CVCVCVC	CVCVC	0	5	0	5	ba-gaZ	2	CV-CVC	segagab	Zagab	ba-ga-ges	NOM	100	29	1.95	1.75	bagage	1
		continuaient	k§tin8E	continuer	VER			269.95	282.77	0.7	16.96	ind:imp:3p;	1	4	0	12	7	CVCCVCVVVVCC	CVCVCYV	0	4	0	0	k§-ti-n8E	3	CV-CV-CYV	tneiaunitnoc	E8nit§k	con-ti-nuaient	VER	96	27	2.4	1.7	continuer	1
		deviné	d°vine	deviner	VER	m	s	72.77	112.3	11.95	16.96	par:pas;	1	6	0	6	6	CVCVCV	CVCVCV	5	6	0	6	d°-vi-ne	3	CV-CV-CV	énived	eniv°d	de-vi-né	VER	100	21	1.6	1.6	deviner	1
		endormie	@dORmi	endormi	ADJ	f	s	13.43	32.3	8.84	16.96		1	8	0	8	6	VCCVCCVV	VCVCCV	3	4	0	6	@-dOR-mi	3	V-CVC-CV	eimrodne	imROd@	en-dor-mie	ADJ	93	16	1.7	1.5	endormi	1
		extrêmement	EkstREm°m@	extrêmement	ADV			14.69	16.96	14.69	16.96		1	1	1	11	10	VCCCVCVCVCC	VCCCCVCVCV	0	0	8	8	Ek-stRE-m°-m@	4	VC-CCCV-CV-CV	tnememêrtxe	@m°mERtskE	ex-trê-me-ment	ADV			3.8		extrêmement	1
		formaient	fORmE	former	VER			39.69	110.27	0.73	16.96	ind:imp:3p;	1	4	0	9	5	CVCCVVVCC	CVCCV	3	9	0	0	fOR-mE	2	CVC-CV	tneiamrof	EmROf	for-maient	VER	100	16	1.8	1.35	former	1
		rez-de-chaussée	Red°Sose	rez-de-chaussée	NOM	m		2.34	16.96	2.34	16.96		1	1	1	15	8	CVC-CV-CCVVCCVV	CVCVCVCV	0	0	8	5	Re-d°-So-se	4	CV-CV-CV-CV	eéssuahc-ed-zer	esoS°deR	rez-de-chaussée	NOM			6.5		rez-de-chaussée	3
		ruelles	R8El	ruelle	NOM	f	p	6.25	30.47	2.21	16.96		1	2	0	7	4	CVVCCVC	CYVC	2	5	0	3	R8El	1	CYVC	selleur	lE8R	ruel-les	NOM	100	26	1.75	1.7	ruelle	1
		sacrifice	sakRifis	sacrifice	NOM	m	s	23.11	26.08	15.9	16.96		1	2	1	9	8	CVCCVCVCV	CVCCVCVC	1	0	9	8	sa-kRi-fis	3	CV-CCV-CVC	ecifircas	sifiRkas	sa-cri-fi-ce	NOM	100	19	2.2	2.45	sacrifice	1
		semblé	s@ble	sembler	VER	m	s	229.25	572.84	7.21	16.96	par:pas;	1	3	0	6	5	CVCCCV	CVCCV	2	9	0	5	s@-ble	2	CV-CCV	élbmes	elb@s	sem-blé	VER	100	22	2.05	1.4	sembler	1
		surcroît	syRkRwa	surcroît	NOM	m	s	1.21	17.03	1.21	16.96		1	2	1	8	7	CVCCCVVC	CVCCCYV	0	0	5	5	syR-kRwa	2	CVC-CCYV	tîorcrus	awRkRys	sur-croît	NOM	82	23	2.7	2.7	surcroît	1
		surgit	syRZi	surgir	VER			10.95	73.18	2.96	16.96	ind:pre:3s;ind:pas:3s;	1	6	0	6	5	CVCCVC	CVCCV	5	5	0	0	syR-Zi	2	CVC-CV	tigrus	iZRys	sur-git	VER	100	17	1.65	1.6	surgir	1
		tue	ty	tuer	VER			928.06	171.15	116.46	16.96	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	2	13	0	3	2	CVV	CV	20	24	0	2	ty	1	CV	eut	yt	tue	ADJ,VER	100	20	1	1	tuer	1
		bâtiments	batim@	bâtiment	NOM	m	p	27.58	36.82	4.85	16.89		1	2	0	9	6	CVCVCVCCC	CVCVCV	0	4	0	6	ba-ti-m@	3	CV-CV-CV	stnemitâb	@mitab	bâ-ti-ments	NOM	100	24	2.7	1.75	bâtir-ment	2
		caresses	kaREs	caresse	NOM	f	p	5.32	33.04	3.11	16.89		2	5	0	8	5	CVCVCCVC	CVCVC	4	6	0	5	ka-REs	2	CV-CVC	sesserac	sERak	ca-res-ses	NOM,VER	91	24	1.7	1.4	caresser	1
		connaissent	konEs	connaître	VER			961.03	629.26	18.32	16.89	ind:pre:3p;	1	3	0	11	5	CVCCVVCCVCC	CVCVC	1	3	0	0	ko-nEs	2	CV-CVC	tnessiannoc	sEnok	con-nais-sent	VER	93	16	2.15	1.55	connaître	1
		conséquence	k§sek@s	conséquence	NOM	f	s	19.27	34.86	5.91	16.89		1	2	1	11	7	CVCCVCVVCCV	CVCVCVC	1	1	10	7	k§-se-k@s	3	CV-CV-CVC	ecneuqésnoc	s@kes§k	con-sé-quen-ce	NOM	100	17	3	2.25	conséquence	1
		convient	k§vj5	convenir	VER			38.82	73.78	19.21	16.89	ind:pre:3s;	2	2	0	8	5	CVCCVVCC	CVCYV	4	7	0	0	k§-vj5	2	CV-CYV	tneivnoc	5jv§k	con-vient	VER	100	28	1.7	1.6	convenir	1
		estime	Estim	estime	NOM	f	s	5.49	16.89	5.35	16.89		2	5	1	6	5	VCCVCV	VCCVC	2	1	6	5	Es-tim	2	VC-CVC	emitse	mitsE	es-ti-me	NOM,VER	100	21	1.7	1.7	estimer	1
		faiblement	fEbl°m@	faiblement	ADV			0.65	16.89	0.65	16.89		1	1	1	10	7	CVVCCVCVCC	CVCCVCV	0	0	7	5	fE-bl°-m@	3	CV-CCV-CV	tnemelbiaf	@m°lbEf	fai-ble-ment	ADV			2.85	2.6	faiblement	1
		fatigué	fatige	fatigué	ADJ	m	s	35.86	31.62	18.46	16.89		2	10	1	7	6	CVCVCVV	CVCVCV	2	4	7	6	fa-ti-ge	3	CV-CV-CV	éugitaf	egitaf	fa-ti-gué	VER,ADJ	96	30	2.25	1.75	fatigué	1
		fourrure	fuRyR	fourrure	NOM	f	s	7.53	21.42	5.56	16.89		1	2	1	8	5	CVVCCVCV	CVCVC	0	7	6	4	fu-RyR	2	CV-CVC	erurruof	RyRuf	four-ru-re	NOM	100	26	2.05	1.6	fourrure	1
		généralement	ZeneRal°m@	généralement	ADV			7.79	16.89	7.79	16.89		1	1	1	12	10	CVCVCVCVCVCC	CVCVCVCVCV	0	0	8	8	Ze-ne-Ra-l°-m@	5	CV-CV-CV-CV-CV	tnemelarénég	@m°laReneZ	gé-né-ra-le-ment	ADV			3.5		généralement	1
		ignorer	iNoRe	ignorer	VER			156.55	108.45	13.04	16.89	inf;	1	10	1	7	5	VCCVCVC	VCVCV	2	4	6	5	i-No-Re	3	V-CV-CV	rerongi	eRoNi	i-gno-rer	VER	100	21	1.8	1.7	ignorer	1
		refuge	R°fyZ	refuge	NOM	m	s	8.38	18.65	8.02	16.89		1	2	1	6	5	CVCVCV	CVCVC	1	1	5	5	R°-fyZ	2	CV-CVC	egufer	Zyf°R	re-fu-ge	NOM	100	27	1.9	1.9	refuge	1
		retournant	R°tuRn@	retourner	VER			245.35	290.88	0.69	16.89	par:pre;	1	1	0	10	7	CVCVVCCVCC	CVCVCCV	2	4	0	0	R°-tuR-n@	3	CV-CVC-CV	tnanruoter	@nRut°R	re-tour-nant	VER	94	18	2.25	1.75	retourner	1
		voire	vwaR	voire	ADV			7.42	16.89	7.42	16.89		1	2	1	5	4	CVVCV	CYVC	7	12	5	4	vwaR	1	CYVC	eriov	Rawv	voi-re	ADV			1.4	1.15	voire	1
		écarter	ekaRte	écarter	VER			24.83	92.36	4.77	16.89	inf;;	1	12	1	7	6	VCVCCVC	VCVCCV	2	6	7	6	e-kaR-te	3	V-CVC-CV	retracé	etRake	é-car-ter	VER	100	18	1.7	1.6	écarter	1
		apporta	apORta	apporter	VER			209.91	159.32	0.93	16.82	ind:pas:3s;	1	3	0	7	6	VCCVCCV	VCVCCV	3	7	0	0	a-pOR-ta	3	V-CVC-CV	atroppa	atROpa	ap-por-ta	VER	100	22	1.65	1.45	apporter	1
		blague	blag	blague	NOM	f	s	72.63	22.7	60.33	16.82		2	5	1	6	4	CCVCVV	CCVC	3	7	6	4	blag	1	CCVC	eugalb	galb	bla-gue	NOM,VER	100	15	1.65	1.35	blague	1
		charrette	SaREt	charrette	NOM	f	s	6.98	20.95	6.63	16.82		1	2	1	9	5	CCVCCVCCV	CVCVC	1	1	8	4	Sa-REt	2	CV-CVC	etterrahc	tERaS	char-ret-te	NOM	96	28	2.2	1.85	charr-ette	2
		chemises	S°miz	chemise	NOM	f	p	43.66	91.42	7.18	16.82		1	2	0	8	5	CCVCVCVC	CVCVC	1	2	0	5	S°-miz	2	CV-CVC	sesimehc	zim°S	che-mi-ses	NOM	100	29	2.05	1.85	chemise	1
		couvrir	kuvRiR	couvrir	VER			88.29	133.51	19.57	16.82	inf;	1	2	1	7	6	CVVCCVC	CVCCVC	3	3	6	5	ku-vRiR	2	CV-CCVC	rirvuoc	RiRvuk	cou-vrir	VER	97	36	1.7	1.5	couvrir	1
		emportait	@pORtE	emporter	VER			69.02	121.28	1.44	16.82	ind:imp:3s;	1	4	0	9	6	VCCVCCVVC	VCVCCV	3	6	0	0	@-pOR-tE	3	V-CVC-CV	tiatropme	EtROp@	em-por-tait	VER	100	15	1.75	1.45	emporter	1
		lassitude	lasityd	lassitude	NOM	f	s	1.57	17.09	1.57	16.82		1	2	1	9	7	CVCCVCVCV	CVCVCVC	0	1	5	5	la-si-tyd	3	CV-CV-CVC	edutissal	dytisal	las-si-tu-de	NOM	100	26	2.85	2.55	lassitude	1
		marquer	maRke	marquer	VER			43.78	101.08	7.69	16.82	inf;	1	10	1	7	5	CVCCVVC	CVCCV	5	11	7	5	maR-ke	2	CVC-CV	reuqram	ekRam	mar-quer	VER	94	18	1.5	1.15	marquer	1
		pareilles	paREj	pareil	ADJ	f	p	133.45	149.66	6.97	16.82		2	9	0	9	5	CVCVVCCVC	CVCVY	0	2	0	5	pa-REj	2	CV-CVY	sellierap	jERap	pa-reil-les	ADJ,NOM	100	15	2.2	1.8	pareil	1
		plastique	plastik	plastique	NOM		s	13.44	16.96	12.89	16.82		3	6	1	9	7	CCVCCVCVV	CCVCCVC	3	3	9	7	plas-tik	2	CCVC-CVC	euqitsalp	kitsalp	plas-ti-que	ADJ,NOM,VER	100	11	1.9	1.7	plastique	1
		rats	Ra	rat	NOM	m	p	45.6	37.64	21.39	16.82		1	7	0	4	2	CVCC	CV	15	29	0	2	Ra	1	CV	star	aR	rats	NOM			1	1	rat	1
		recouvert	R°kuvER	recouvrir	VER	m	s	11.04	69.26	2.79	16.82	par:pas;	2	4	0	9	7	CVCVVCVCC	CVCVCVC	0	1	7	6	R°-ku-vER	3	CV-CV-CVC	trevuocer	REvuk°R	re-cou-vert	ADJ,VER	92	28	1.9	1.85	recouvrir	1
		rempli	R@pli	remplir	VER	m	s	61.21	81.42	16.17	16.82	par:pas;	2	10	0	6	5	CVCCCV	CVCCV	0	1	6	5	R@-pli	2	CV-CCV	ilpmer	ilp@R	rem-pli	ADJ,VER	100	20	1.65	1.8	remplir	1
		sonne	sOn	sonner	VER			73.67	92.57	31.69	16.82	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	3	0	5	3	CVCCV	CVC	10	11	0	0	sOn	1	CVC	ennos	nOs	son-ne	VER	100	26	1.25	1.45	sonner	1
		suivant	s8iv@	suivant	ADJ	m	s	28.81	51.08	10.8	16.82		5	7	1	7	5	CVVCVCC	CYVCV	2	5	5	5	s8i-v@	2	CYV-CV	tnavius	@vi8s	sui-vant	ADJ,ADV,NOM,PRE,VER	95	20	1.8	1.65	suivant	1
		trottoirs	tRotwaR	trottoir	NOM	m	p	10.87	87.36	0.94	16.82		1	2	0	9	7	CCVCCVVCC	CCVCYVC	1	1	0	5	tRo-twaR	2	CCV-CYVC	sriottort	RawtoRt	trot-toirs	NOM	100	17	2.5	2.2	trottoir	1
		vider	vide	vider	VER			30.68	70.81	8.31	16.82	inf;	1	10	1	5	4	CVCVC	CVCV	8	12	5	4	vi-de	2	CV-CV	rediv	ediv	vi-der	VER	95	24	1.4	1.15	vider	1
		éloignait	elwaNE	éloigner	VER			41.15	133.11	0.45	16.82	ind:imp:3s;	1	4	0	9	6	VCVVCCVVC	VCYVCV	2	4	0	0	e-lwa-NE	3	V-CYV-CV	tiangiolé	ENawle	é-loi-gnait	VER	96	30	1.95	1.65	éloigner	1
		étrangères	etR@ZER	étranger	ADJ	f	p	31.39	75	4.46	16.82		2	4	0	10	7	VCCVCCVCVC	VCCVCVC	0	0	0	0	e-tR@-ZER	3	V-CCV-CVC	serègnarté	REZ@Rte	é-tran-gè-res	ADJ,NOM	96	27	2.75	2.3	étranger	1
		adore	adOR	adorer	VER			193.67	44.59	121.69	16.76	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	1	3	0	5	4	VCVCV	VCVC	3	9	0	0	a-dOR	2	V-CVC	eroda	ROda	a-do-re	VER	100	11	1.55	1.4	adorer	1
		appels	apEl	appel	NOM	m	p	100.18	73.45	19.3	16.76		1	5	0	6	4	VCCVCC	VCVC	2	7	0	4	a-pEl	2	V-CVC	sleppa	lEpa	ap-pels	NOM	100	29	1.75	1.4	appeler	1
		briller	bRije	briller	VER			28.91	81.22	5.08	16.76	inf;;	1	3	1	7	5	CCVCCVC	CCVYV	6	18	6	5	bRi-je	2	CCV-YV	rellirb	ejiRb	bril-ler	VER	100	20	1.5	1	briller	1
		couples	kupl	couple	NOM	m	p	49.62	63.99	8.49	16.76		2	4	0	7	4	CVVCCVC	CVCC	5	6	0	4	kupl	1	CVCC	selpuoc	lpuk	cou-ples	NOM,VER	96	29	1.45	1.3	couple	1
		descendant	des@d@	descendre	VER			235.97	301.62	3.73	16.76	par:pre;	3	5	0	10	6	CVCCVCCVCC	CVCVCV	2	10	10	6	de-s@-d@	3	CV-CV-CV	tnadnecsed	@d@sed	des-cen-dant	ADJ,NOM,VER	100	23	1.95	1.35	descendre	1
		dirais	diRE	dire	VER			5946.15	4832.5	57.65	16.76	cnd:pre:1s;cnd:pre:2s;	1	4	0	6	4	CVCVVC	CVCV	9	19	0	0	di-RE	2	CV-CV	siarid	ERid	di-rais	VER	100	23	1.4	1	dire	1
		détour	detuR	détour	NOM	m	s	6.82	24.86	5.43	16.76		1	2	1	6	5	CVCVVC	CVCVC	0	4	6	5	de-tuR	2	CV-CVC	ruotéd	Ruted	dé-tour	NOM	96	31	1.95	1.75	détour	1
		entendis	@t@di	entendre	VER			728.67	719.12	1.11	16.76	ind:pas:1s;	1	3	0	8	5	VCCVCCVC	VCVCV	3	8	0	0	@-t@-di	3	V-CV-CV	sidnetne	id@t@	en-ten-dis	VER	100	25	1.75	1.35	entendre	1
		générations	ZeneRasj§	génération	NOM	f	p	20.51	37.77	7.13	16.76		1	2	0	11	9	CVCVCVCVVCC	CVCVCVCYV	1	1	0	9	Ze-ne-Ra-sj§	4	CV-CV-CV-CYV	snoitarénég	§jsaReneZ	gé-né-ra-tions	NOM	100	27	2.6	2.65	génér-ion	2
		humour	ymuR	humour	NOM	m	s	17.22	16.76	17.22	16.76		1	1	1	6	4	CVCVVC	VCVC	1	3	5	3	y-muR	2	V-CVC	ruomuh	Rumy	hu-mour	NOM	100	28	2.3	1.8	humour	1
		lapin	lap5	lapin	NOM	m	s	39.28	32.43	26.59	16.76		1	2	1	5	4	CVCVC	CVCV	8	11	5	4	la-p5	2	CV-CV	nipal	5pal	la-pin	NOM	100	25	1.5	1.4	lapin	1
		pli	pli	pli	NOM	m	s	6	41.42	4.42	16.76		1	7	1	3	3	CCV	CCV	3	14	3	3	pli	1	CCV	ilp	ilp	pli	NOM			1.45	1	plier	1
		produire	pRod8iR	produire	VER			49.81	68.92	11.84	16.76	inf;	1	1	1	8	7	CCVCVVCV	CCVCYVC	3	2	7	7	pRo-d8iR	2	CCV-CYVC	eriudorp	Ri8doRp	pro-dui-re	VER	100	21	1.85	1.65	produire	1
		pépé	pepe	pépé	NOM	m	s	4.95	16.96	4.81	16.76		1	4	1	4	4	CVCV	CVCV	4	14	4	4	pe-pe	2	CV-CV	épép	epep	pé-pé	NOM	96	29	1.7	1.2	pépé	1
		verrait	vERE	voir	VER			4119.43	2401.76	6.58	16.76	cnd:pre:3s;	1	4	0	7	4	CVCCVVC	CVCV	5	20	0	0	vE-RE	2	CV-CV	tiarrev	EREv	ver-rait	VER	94	19	1.6	1	voir	1
		visiteurs	vizit9R	visiteur	NOM	m	p	12.61	35.54	7.55	16.76		1	2	0	9	7	CVCVCVVCC	CVCVCVC	0	1	0	6	vi-zi-t9R	3	CV-CV-CVC	sruetisiv	R9tiziv	vi-si-teurs	NOM	95	20	2.5	1.95	visiter-eur	2
		vraies	vRE	vrai	ADJ	f	p	807.03	430.07	13.91	16.76		1	6	0	6	3	CCVVVC	CCV	3	12	0	3	vRE	1	CCV	seiarv	ERv	vraies	ADJ	95	21	1.7	1	VRAI	1
		actuellement	akt8El°m@	actuellement	ADV			11.39	16.69	11.39	16.69		1	1	1	12	9	VCCVVCCVCVCC	VCCYVCVCV	0	0	7	7	ak-t8E-l°-m@	4	VC-CYV-CV-CV	tnemelleutca	@m°lE8tka	ac-tuel-le-ment	ADV			3		actuellement	1
		agents	aZ@	agent	NOM	m	p	117.9	39.26	25	16.69		1	2	0	6	3	VCVCCC	VCV	1	13	0	3	a-Z@	2	V-CV	stnega	@Za	a-gents	NOM	100	27	1.8	1	agent	1
		aperçus	apERsy	apercevoir	VER	m	p	34.56	233.11	1.34	16.69	ind:pas:1s;par:pas;	2	8	0	7	6	VCVCCVC	VCVCCV	2	0	0	6	a-pER-sy	3	V-CVC-CV	suçrepa	ysREpa	a-per-çus	VER,NOM	100	21	2.05	1.8	apercevoir	1
		biais	bjE	biais	NOM	m		1.6	16.69	1.6	16.69		2	2	1	5	3	CVVVC	CYV	6	14	5	3	bjE	1	CYV	siaib	Ejb	biais	ADJ,NOM	91	34	1.45	1	biais	1
		désert	dezER	désert	ADJ	m	s	8.02	52.57	3.04	16.69		2	4	1	6	5	CVCVCC	CVCVC	1	5	6	5	de-zER	2	CV-CVC	treséd	REzed	dé-sert	ADJ,NOM	100	19	1.75	1.65	désert	1
		environs	@viR§	environ	NOM	m	p	6.25	16.69	6.25	16.69		1	3	0	8	5	VCCVCVCC	VCVCV	1	4	0	5	@-vi-R§	3	V-CV-CV	snorivne	§Riv@	en-vi-rons	NOM			1.85	1.75	environ	1
		fillette	fijEt	fillette	NOM	f	s	13.26	22.97	11.59	16.69		1	2	1	8	5	CVCCVCCV	CVYVC	2	6	6	4	fi-jEt	2	CV-YVC	ettellif	tEjif	fil-let-te	NOM	100	15	1.85	1.7	fille-ette	2
		fière	fjER	fier	ADJ	f	s	79.13	58.18	19.68	16.69		1	4	0	5	4	CVVCV	CYVC	5	13	0	4	fjER	1	CYVC	erèif	REjf	fiè-re	ADJ	100	21	1.6	1.1	fier	1
		fouet	fwE	fouet	NOM	m	s	8.56	18.31	7.92	16.69		1	2	1	5	3	CVVVC	CYV	6	14	5	3	fwE	1	CYV	teuof	Ewf	fouet	NOM	96	26	1.6	1.1	fouet	1
		guide	gid	guide	NOM		s	17.52	22.84	14.69	16.69		2	5	1	5	3	CVVCV	CVC	5	14	5	3	gid	1	CVC	ediug	dig	gui-de	NOM,VER	100	25	1.45	1	guider	1
		juré	ZyRe	jurer	VER	m	s	148.41	81.76	17.59	16.69	par:pas;	3	13	0	4	4	CVCV	CVCV	9	18	4	4	Zy-Re	2	CV-CV	éruj	eRyZ	ju-ré	VER,ADJ,NOM	100	21	1.45	1	jurer	1
		moines	mwan	moine	NOM	m	p	11.82	34.73	3.62	16.69		1	2	0	6	4	CVVCVC	CYVC	4	7	0	4	mwan	1	CYVC	seniom	nawm	moi-nes	NOM	95	24	1.65	1.5	moine	1
		observe	opsERv	observer	VER			42.66	116.01	11.48	16.69	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	1	3	0	7	6	VCCVCCV	VCCVCC	2	0	0	0	op-sERv	2	VC-CVCC	evresbo	vREspo	ob-ser-ve	VER	100	19	1.85	1.75	observer	1
		pompes	p§p	pompe	NOM	f	p	22.92	35.14	12.41	16.69		2	5	0	6	3	CVCCVC	CVC	4	12	0	3	p§p	1	CVC	sepmop	p§p	pom-pes	NOM,VER	96	27	1.7	1.1	pompe	1
		poule	pul	poule	NOM	f	s	36.7	31.82	23.5	16.69		1	3	1	5	3	CVVCV	CVC	13	21	5	3	pul	1	CVC	eluop	lup	pou-le	NOM	95	21	1.1	1	poule	1
		principes	pR5sip	principe	NOM	m	p	26.36	47.57	10.75	16.69		1	2	0	9	6	CCVCCVCVC	CCVCVC	0	0	0	6	pR5-sip	2	CCV-CVC	sepicnirp	pis5Rp	prin-ci-pes	NOM	94	17	2.5	2.3	principe	1
